Airline,Source,Destination,Additional_Info,Price,Stop_No,Duration_Min,D_Month,D_Day,D_Hour,D_Minutes,A_Hour,A_Minutes,A_Month,A_Day
10,0,5,6,4353,0,175,3,24,21,10,0,5,3,28
4,3,0,6,13941,1,735,5,18,20,0,8,15,5,19
4,0,5,6,12295,1,280,3,12,9,45,14,25,0,0
4,2,1,5,12898,1,825,5,27,22,50,12,35,5,28
10,3,0,6,7927,1,930,5,9,7,10,22,40,0,0
0,0,2,6,4483,0,170,4,15,23,55,2,45,4,16
4,0,5,6,19225,1,405,3,6,11,40,18,25,0,0
2,2,1,6,4692,1,370,4,24,7,25,13,35,0,0
4,0,5,6,13555,1,725,3,18,21,25,9,30,3,16
3,2,1,6,6270,1,630,4,9,15,0,1,30,4,10
4,3,0,6,13584,1,1285,5,6,18,55,16,20,5,7
4,2,1,6,13180,2,1600,3,21,16,10,18,50,3,22
4,3,0,6,14151,1,1295,5,12,20,25,18,0,5,13
10,2,1,6,6216,0,190,5,12,6,0,9,10,0,0
6,2,1,6,15135,1,680,3,3,7,30,18,50,0,0
6,2,1,5,15136,1,570,3,6,11,30,21,0,0,0
4,2,1,5,10262,1,1005,6,27,2,15,19,0,0,0
4,3,0,5,12384,1,750,5,18,9,35,22,5,0,0
4,3,0,5,9314,1,575,4,1,9,35,19,10,0,0
4,3,0,5,9314,1,1500,5,6,17,0,18,0,5,7
1,2,1,6,10454,1,615,6,1,9,0,19,15,0,0
1,2,1,6,8372,1,520,5,18,23,0,7,40,5,19
4,2,1,5,11848,1,520,3,9,19,45,4,25,3,10
3,2,1,6,6416,1,750,6,1,8,30,21,0,0,0
3,4,3,6,3342,0,90,4,1,9,10,10,40,0,0
4,3,0,5,10118,2,1495,6,6,6,30,7,25,6,7
1,3,0,6,14960,2,1185,6,12,16,45,12,30,6,13
3,2,1,6,6818,1,665,6,15,5,5,16,10,0,0
1,3,0,6,5510,0,150,6,12,14,15,16,45,0,0
4,3,0,6,14388,1,1610,5,21,6,30,9,20,5,22
6,2,1,6,7038,1,455,6,3,14,55,22,30,0,0
6,2,1,6,8266,1,630,5,9,8,45,19,15,0,0
4,2,1,6,14300,2,1480,6,27,18,20,19,0,6,28
1,3,0,6,8366,1,1350,5,9,9,25,7,55,5,10
4,0,5,6,17261,1,695,3,6,22,50,10,25,3,7
10,3,0,6,8452,1,1555,6,6,7,10,9,5,6,7
3,3,0,6,8567,1,320,4,1,15,10,20,30,0,0
6,2,1,6,9646,1,925,6,15,7,5,22,30,0,0
1,2,1,6,8341,2,1275,4,9,22,0,19,15,4,10
4,2,1,5,12373,1,1530,5,9,17,30,19,0,5,10
8,1,4,7,3543,0,140,6,21,17,45,20,5,0,0
4,3,0,5,13994,1,395,6,9,17,0,23,35,0,0
3,0,5,6,4777,0,170,3,24,4,0,6,50,0,0
6,2,1,6,7038,1,455,6,1,14,55,22,30,0,0
3,4,3,6,3175,0,90,4,3,16,55,18,25,0,0
6,2,1,6,7408,1,660,6,9,10,0,21,0,0,0
3,0,2,6,3943,0,180,6,15,21,15,0,15,6,16
4,2,1,6,15974,1,1225,3,6,8,0,4,25,3,7
8,3,0,6,3873,0,155,5,27,6,55,9,30,0,0
3,0,2,6,4423,0,170,4,15,10,10,13,0,0,0
4,2,1,6,15129,2,1125,5,27,9,40,4,25,5,28
3,2,1,6,8285,1,755,3,21,8,25,21,0,0,0
1,4,3,6,3100,0,80,6,6,6,20,7,40,0,0
1,0,5,6,25430,2,1475,3,1,8,50,9,25,3,2
8,4,3,7,2385,0,80,3,18,13,10,14,30,0,0
4,3,0,6,11316,1,435,6,6,10,20,17,35,0,0
4,2,1,5,10262,1,1005,6,15,2,15,19,0,0,0
1,3,0,6,7662,2,445,5,24,5,50,13,15,0,0
4,3,0,6,14231,1,1605,3,24,16,55,19,40,3,25
3,2,1,6,6838,1,705,6,9,9,15,21,0,0,0
4,2,1,6,13376,2,1300,6,15,6,45,4,25,6,16
4,2,1,5,10262,1,1680,6,24,15,0,19,0,6,25
3,2,1,6,8574,1,480,3,27,7,30,15,30,0,0
4,0,5,5,7832,1,615,3,9,21,25,7,40,3,13
6,2,1,6,12192,1,910,6,24,3,50,19,0,0,0
4,4,3,5,4050,0,90,6,15,10,20,11,50,0,0
2,0,2,6,6722,0,175,4,12,7,45,10,40,0,0
4,3,0,5,10844,1,1220,6,9,20,0,16,20,6,10
6,2,1,6,7408,1,840,6,15,7,0,21,0,0,0
4,2,1,6,14189,1,455,3,21,20,50,4,25,3,22
8,3,0,7,3841,0,150,5,24,17,10,19,40,0,0
4,3,0,5,8586,1,875,5,9,14,5,4,40,5,10
6,2,1,6,7155,1,520,6,27,10,35,19,15,0,0
4,3,0,5,9899,1,590,6,12,8,25,18,15,0,0
4,3,0,6,14571,1,685,6,6,8,25,19,50,0,0
3,0,2,6,4823,0,175,5,18,18,55,21,50,0,0
4,0,2,5,4544,0,180,5,9,8,20,11,20,0,0
1,0,5,0,14752,1,1200,3,1,0,30,20,30,0,0
1,3,0,6,11542,2,1700,5,9,9,25,13,45,5,10
4,2,1,5,7202,0,195,5,21,9,50,13,5,0,0
6,2,1,6,11098,1,505,6,9,10,35,19,0,0,0
1,4,3,6,2575,0,75,3,27,19,30,20,45,0,0
6,2,1,6,6673,1,755,3,27,13,0,1,35,3,28
3,0,5,6,14306,0,170,3,1,18,55,21,45,0,0
4,2,1,6,15554,1,395,5,18,21,50,4,25,5,19
4,3,0,5,9314,1,1730,5,15,9,35,14,25,5,16
4,4,3,5,4995,0,90,3,9,6,30,8,0,0,0
4,0,5,5,7832,1,1200,3,21,11,40,7,40,3,19
4,3,0,5,8586,1,1430,5,21,8,25,8,15,5,22
1,2,1,6,6094,0,170,4,27,5,10,8,0,0,0
4,2,1,6,13292,2,810,6,24,5,30,19,0,0,0
4,2,1,5,10368,2,1375,6,9,5,30,4,25,6,10
6,2,1,6,9718,1,660,5,27,10,0,21,0,0,0
4,0,5,5,7412,1,1365,3,21,8,55,7,40,3,19
1,2,1,6,10441,2,1275,6,6,22,0,19,15,6,7
3,2,1,6,14871,1,890,3,3,10,45,1,35,3,4
4,2,1,6,15554,1,660,5,18,8,0,19,0,0,0
4,0,5,6,36235,1,305,3,1,14,5,19,10,0,0
3,4,3,6,3175,0,90,3,24,16,55,18,25,0,0
8,1,4,6,3597,0,140,5,24,17,45,20,5,0,0
8,4,3,7,1965,0,90,6,27,13,15,14,45,0,0
6,2,1,6,12717,1,540,6,24,10,0,19,0,0,0
3,2,1,6,6015,0,195,6,3,14,25,17,40,0,0
0,0,5,6,5615,0,165,3,9,23,25,2,10,3,10
6,2,1,6,7845,1,395,3,27,19,0,1,35,3,28
4,3,0,5,10844,1,1525,6,9,21,10,22,35,6,10
4,0,5,6,27210,1,460,3,15,21,25,5,5,3,13
3,3,0,6,4174,0,150,4,6,14,25,16,55,0,0
6,2,1,6,6883,1,780,3,21,8,0,21,0,0,0
6,2,1,6,6883,1,720,3,21,9,0,21,0,0,0
4,3,0,6,8355,1,435,5,21,10,20,17,35,0,0
8,0,5,7,5469,0,170,3,24,20,30,23,20,0,0
4,0,2,5,6478,0,165,6,27,6,0,8,45,0,0
10,0,5,6,11913,0,160,3,3,19,40,22,20,0,0
3,2,1,6,7006,1,415,5,21,18,35,1,30,5,22
4,3,0,6,12681,1,365,4,1,16,30,22,35,0,0
4,2,1,6,15129,2,1195,5,21,23,5,19,0,5,22
6,2,1,6,13587,1,420,6,15,14,0,21,0,0,0
4,2,1,6,14714,1,1425,6,1,19,15,19,0,6,2
3,0,5,6,6220,1,290,3,3,7,30,12,20,0,0
4,2,1,5,10262,1,330,6,6,7,5,12,35,0,0
1,3,0,6,8576,1,545,5,12,9,25,18,30,0,0
4,3,0,5,10031,1,1495,3,24,19,45,20,40,3,25
4,2,1,6,12819,2,1430,6,24,19,10,19,0,6,25
2,2,1,6,5052,1,370,4,15,7,25,13,35,0,0
4,0,5,6,22270,1,1455,3,1,8,0,8,15,3,2
10,0,2,6,5613,0,160,4,27,7,0,9,40,0,0
8,3,0,6,3873,0,145,4,1,9,0,11,25,0,0
3,2,1,6,6015,0,195,5,15,5,35,8,50,0,0
4,3,0,5,10844,1,330,6,9,6,30,12,0,0,0
8,4,3,6,2227,0,90,5,12,13,15,14,45,0,0
4,0,2,6,7229,0,180,4,1,19,50,22,50,0,0
4,2,1,5,10368,2,810,6,6,5,30,19,0,0,0
4,2,1,5,12898,1,655,5,21,17,30,4,25,5,22
6,2,1,6,12192,1,720,6,12,7,0,19,0,0,0
4,3,0,6,12121,1,840,5,9,9,35,23,35,0,0
1,2,1,6,16163,2,1490,5,27,6,50,7,40,5,28
4,0,5,6,12284,1,760,3,18,5,45,18,25,0,0
3,0,2,6,5780,0,165,6,21,19,30,22,15,0,0
4,4,3,5,4995,0,90,5,9,10,20,11,50,0,0
3,2,1,6,6496,1,295,6,9,5,10,10,5,0,0
1,2,1,6,12488,2,1855,6,12,12,20,19,15,6,13
3,0,2,6,4823,0,175,5,15,7,10,10,5,0,0
8,4,3,7,2647,0,90,6,18,5,45,7,15,0,0
3,0,5,6,12649,0,170,3,3,13,0,15,50,0,0
6,2,1,6,8266,1,455,6,12,11,40,19,15,0,0
10,2,1,6,6216,0,190,5,15,6,0,9,10,0,0
3,0,2,6,4423,0,165,4,1,1,30,4,15,0,0
4,0,5,6,17996,1,1455,3,6,8,0,8,15,3,7
8,2,1,7,5726,1,270,4,15,8,45,13,15,0,0
6,2,1,6,15147,1,570,3,6,6,0,15,30,0,0
4,2,1,6,15554,1,1325,5,18,20,55,19,0,5,19
4,2,1,6,12819,2,1760,6,24,23,5,4,25,6,26
6,2,1,6,7198,1,450,6,27,18,0,1,30,6,28
3,2,1,6,5073,1,300,4,3,16,0,21,0,0,0
3,0,2,6,3943,0,180,6,27,21,15,0,15,6,28
4,4,3,5,3205,0,85,3,27,7,10,8,35,0,0
8,0,2,7,3257,0,160,5,12,5,55,8,35,0,0
3,3,0,6,4804,0,155,6,3,22,15,0,50,6,4
3,0,5,6,10231,1,285,3,9,16,50,21,35,0,0
4,2,1,5,12898,1,450,5,21,20,55,4,25,5,22
3,4,3,6,2227,0,85,3,21,21,20,22,45,0,0
1,3,0,6,9258,2,1390,4,1,12,0,11,10,4,2
4,3,0,5,9663,1,1010,5,24,16,30,9,20,5,25
4,4,3,6,8040,0,85,5,21,7,5,8,30,0,0
2,0,2,6,3419,0,165,6,6,20,55,23,40,0,0
4,0,2,6,8016,0,180,6,1,7,10,10,10,0,0
4,0,2,6,7229,0,180,4,6,17,45,20,45,0,0
2,2,1,6,4959,1,540,6,6,10,35,19,35,0,0
1,3,0,6,10151,2,1390,6,9,12,0,11,10,6,10
1,2,1,6,10703,3,2280,5,18,5,15,19,15,5,19
4,3,0,5,10844,1,590,6,9,8,25,18,15,0,0
3,2,1,6,7205,1,370,3,6,16,10,22,20,0,0
4,0,5,6,12284,1,570,3,18,8,55,18,25,0,0
4,3,0,5,13994,1,750,6,9,9,35,22,5,0,0
3,2,1,6,6015,0,195,4,15,14,25,17,40,0,0
3,3,0,6,4226,1,255,4,3,6,15,10,30,0,0
4,2,1,6,9483,2,1420,3,21,19,10,18,50,3,22
4,0,2,5,5198,0,180,5,15,7,10,10,10,0,0
4,2,1,5,10368,2,810,6,27,5,30,19,0,0,0
10,1,4,6,11982,0,140,6,3,17,45,20,5,0,0
1,0,5,6,8032,1,1510,3,15,11,50,13,0,3,16
1,3,0,6,5510,0,150,5,15,14,15,16,45,0,0
3,2,1,6,8177,1,305,5,9,23,30,4,35,5,10
0,2,1,6,11410,1,340,6,1,16,45,22,25,0,0
2,2,1,6,9385,1,350,3,21,7,0,12,50,0,0
4,2,1,5,10262,1,540,6,6,10,0,19,0,0,0
8,3,0,6,3873,0,145,6,18,9,0,11,25,0,0
6,2,1,6,11999,1,430,3,21,11,40,18,50,0,0
4,2,1,6,14300,2,1095,6,27,18,20,12,35,6,28
8,4,3,7,2175,0,90,5,12,13,15,14,45,0,0
1,2,1,6,14431,2,1490,5,9,6,50,7,40,5,10
4,0,2,6,7229,0,165,5,21,6,0,8,45,0,0
3,3,0,6,3809,1,265,5,24,19,20,23,45,0,0
6,2,1,6,7354,1,705,6,24,7,30,19,15,0,0
6,2,1,6,12537,1,450,3,27,8,0,15,30,0,0
1,2,1,6,9719,1,375,5,27,13,0,19,15,0,0
4,4,3,6,8040,0,90,5,24,10,20,11,50,0,0
4,4,3,5,4995,0,85,5,24,7,5,8,30,0,0
3,0,2,6,4591,0,170,4,6,23,30,2,20,4,7
1,3,0,6,7662,1,1700,6,6,16,45,21,5,6,7
3,1,4,6,3850,0,140,6,24,7,55,10,15,0,0
3,2,1,6,6442,1,835,6,3,8,35,22,30,0,0
3,2,1,6,11378,1,305,6,3,23,30,4,35,6,4
6,2,1,6,13377,1,630,6,27,15,0,1,30,6,28
4,3,0,5,10844,1,740,5,21,8,25,20,45,0,0
4,4,3,5,4995,0,85,5,9,7,5,8,30,0,0
1,2,1,6,6057,2,970,3,27,17,15,9,25,3,28
1,0,2,6,5176,0,165,4,6,10,0,12,45,0,0
4,2,1,6,13014,2,1125,6,9,9,40,4,25,6,10
3,0,5,6,7917,1,260,3,1,16,15,20,35,0,0
8,2,1,6,5583,1,315,6,9,6,5,11,20,0,0
4,0,2,6,7229,0,165,4,9,6,0,8,45,0,0
3,2,1,6,7191,1,570,5,18,16,0,1,30,5,19
4,4,3,5,3210,0,90,6,12,19,35,21,5,0,0
3,2,1,6,14871,1,635,3,6,15,0,1,35,3,7
6,2,1,6,8099,1,645,5,15,8,30,19,15,0,0
1,3,0,6,8366,1,545,5,21,9,25,18,30,0,0
3,1,4,6,6297,0,140,3,9,22,5,0,25,3,10
6,2,1,6,18286,1,480,3,3,13,0,21,0,0,0
4,2,1,6,17024,1,1240,3,6,23,5,19,45,3,7
4,0,2,5,6144,0,180,4,24,7,10,10,10,0,0
6,2,1,6,13941,1,825,3,9,6,0,19,45,0,0
4,0,2,5,3702,0,185,5,9,18,55,22,0,0,0
8,2,1,6,5583,1,315,5,15,6,5,11,20,0,0
1,4,3,6,10208,1,810,3,12,19,40,9,10,3,13
4,3,0,5,12384,1,505,5,6,9,35,18,0,0,0
1,3,0,6,17049,2,1165,5,6,10,0,5,25,5,7
3,2,1,6,7006,1,810,5,24,7,30,21,0,0,0
1,3,0,6,12723,2,875,6,12,5,50,20,25,0,0
4,2,1,5,10577,1,1225,6,12,8,0,4,25,6,13
4,0,5,6,16736,1,730,3,6,7,0,19,10,0,0
4,2,1,5,10262,1,925,6,24,13,0,4,25,6,25
6,2,1,6,7155,1,470,6,24,11,25,19,15,0,0
6,2,1,6,15147,1,915,3,3,10,20,1,35,3,4
3,0,2,6,4823,0,175,6,12,7,10,10,5,0,0
1,0,5,6,8714,1,410,3,15,9,30,16,20,0,0
4,3,0,6,10953,1,1450,5,6,9,35,9,45,5,7
1,3,0,6,10203,1,1435,6,12,20,30,20,25,6,13
4,2,1,5,12373,1,1415,5,18,13,0,12,35,5,19
4,3,0,6,14151,1,840,5,12,9,35,23,35,0,0
4,3,0,6,12121,1,1730,5,24,9,35,14,25,5,25
10,2,1,6,5586,0,190,4,9,6,0,9,10,0,0
4,3,0,5,10844,1,1655,5,18,8,25,12,0,5,19
4,3,0,5,8586,1,450,5,21,21,10,4,40,5,22
8,2,1,6,5409,1,295,6,6,17,55,22,50,0,0
6,2,1,6,7178,2,695,3,21,9,45,21,20,0,0
6,2,1,5,5797,1,910,6,24,10,20,1,30,6,25
4,3,0,6,13759,1,1435,3,24,19,45,19,40,3,25
1,3,0,6,13873,2,1100,5,24,7,0,1,20,5,25
4,2,1,6,16079,1,1325,5,21,20,55,19,0,5,22
8,4,3,6,2017,0,90,6,27,13,15,14,45,0,0
4,3,0,5,10844,1,1335,5,18,20,0,18,15,5,19
8,0,2,7,3573,0,175,4,24,21,10,0,5,4,25
4,3,0,5,8066,1,1450,5,6,9,35,9,45,5,7
4,2,1,5,14053,1,1320,3,9,20,50,18,50,3,10
4,0,5,6,12284,1,435,3,18,8,0,15,15,0,0
8,2,1,6,5351,1,315,4,9,6,5,11,20,0,0
4,3,0,5,7064,1,1430,4,1,16,30,16,20,4,2
3,2,1,6,10394,1,320,3,3,2,5,7,25,0,0
4,3,0,5,9663,1,865,5,15,18,55,9,20,5,16
6,2,1,6,13727,1,480,5,18,17,30,1,30,5,19
4,2,1,5,10262,1,1040,6,12,19,15,12,35,6,13
3,0,2,6,4823,0,175,4,9,7,10,10,5,0,0
0,0,5,6,7074,0,170,3,3,5,50,8,40,0,0
6,2,1,6,17267,1,835,3,6,7,5,21,0,0,0
6,2,1,6,14067,1,630,5,21,15,0,1,30,5,22
3,0,2,6,4823,0,170,5,1,8,30,11,20,0,0
3,0,2,6,4823,0,170,4,27,20,0,22,50,0,0
0,0,2,6,4483,0,170,5,12,23,55,2,45,5,13
1,3,0,6,14960,2,805,6,6,9,50,23,15,0,0
1,0,2,6,7171,0,165,6,1,17,0,19,45,0,0
1,3,0,6,12173,1,745,3,24,20,30,8,55,3,25
1,0,5,6,11392,1,495,3,3,0,30,8,45,0,0
1,3,0,6,16057,2,1665,5,15,10,0,13,45,5,16
4,3,0,6,14151,1,1075,6,9,17,0,10,55,6,10
4,0,2,5,4030,0,175,5,21,11,10,14,5,0,0
3,3,0,6,4226,1,220,5,6,19,35,23,15,0,0
1,2,1,6,11050,1,915,3,9,4,0,19,15,0,0
1,0,2,6,6961,0,165,5,21,10,0,12,45,0,0
4,3,0,6,14231,1,725,3,24,21,10,9,15,3,25
4,2,1,5,10919,2,1320,6,27,14,35,12,35,6,28
1,2,1,6,10913,2,735,3,27,7,0,19,15,0,0
3,1,4,6,5277,0,140,6,27,22,5,0,25,6,28
6,2,1,6,7485,1,640,5,21,10,20,21,0,0,0
4,3,0,6,14231,1,1405,3,24,16,55,16,20,3,25
2,2,1,6,4201,1,370,4,6,7,25,13,35,0,0
1,2,1,6,7931,0,180,3,6,14,10,17,10,0,0
6,2,1,6,6513,1,455,5,15,14,55,22,30,0,0
4,2,1,6,14714,1,1680,6,6,15,0,19,0,6,7
3,3,0,6,6218,1,325,5,9,18,5,23,30,0,0
1,2,1,6,8603,2,435,6,27,12,0,19,15,0,0
3,2,1,6,7318,1,750,5,21,8,30,21,0,0,0
6,2,1,6,13504,1,540,6,15,10,0,19,0,0,0
6,2,1,6,9646,1,925,5,15,7,5,22,30,0,0
3,3,0,6,5224,0,155,5,27,11,30,14,5,0,0
4,3,0,6,12692,1,505,6,12,9,35,18,0,0,0
4,3,0,5,9689,1,435,6,6,10,20,17,35,0,0
1,3,0,6,13033,2,920,5,9,10,0,1,20,5,10
4,3,0,6,13626,1,590,6,12,6,30,16,20,0,0
3,4,3,6,2754,0,90,5,18,19,5,20,35,0,0
4,3,0,6,12121,1,1005,5,9,17,0,9,45,5,10
3,0,2,6,3419,0,165,4,24,1,30,4,15,0,0
1,3,0,6,13033,2,920,5,21,10,0,1,20,5,22
3,3,0,6,4174,0,155,4,6,4,40,7,15,0,0
0,2,1,6,6152,1,870,6,27,7,55,22,25,0,0
1,2,1,6,5201,0,170,6,27,5,10,8,0,0,0
4,0,5,5,9134,1,550,3,15,7,0,16,10,0,0
1,3,0,6,13243,2,1100,5,18,7,0,1,20,5,19
4,2,1,6,15129,2,1375,5,27,5,30,4,25,5,28
4,4,3,5,2759,0,90,5,9,19,35,21,5,0,0
3,0,2,6,4423,0,165,5,15,6,5,8,50,0,0
10,3,0,6,9187,1,930,5,18,7,10,22,40,0,0
6,2,1,6,7740,1,920,5,18,7,10,22,30,0,0
4,0,2,5,6144,0,180,5,24,19,50,22,50,0,0
6,2,1,6,10877,1,460,6,9,4,55,12,35,0,0
3,2,1,6,6442,1,635,6,15,11,55,22,30,0,0
3,2,1,6,7048,1,645,3,27,4,45,15,30,0,0
6,2,1,5,5797,1,615,6,27,15,15,1,30,6,28
1,0,5,6,10573,2,1030,3,3,6,45,23,55,0,0
3,2,1,6,7503,1,750,5,15,8,30,21,0,0,0
3,2,1,6,6104,1,480,6,12,17,30,1,30,6,13
4,3,0,5,9663,1,665,5,9,21,10,8,15,5,10
4,0,2,5,5769,0,175,6,3,11,10,14,5,0,0
1,4,3,6,3100,0,90,6,15,13,55,15,25,0,0
4,2,1,5,12373,1,655,5,18,17,30,4,25,5,19
8,3,0,7,3815,0,150,3,15,9,0,11,30,0,0
4,2,1,6,14300,2,1460,6,15,12,15,12,35,6,16
3,0,2,6,4823,0,175,6,1,7,10,10,5,0,0
3,4,3,6,2754,0,90,6,18,19,5,20,35,0,0
6,2,1,6,9736,1,795,6,3,6,0,19,15,0,0
4,0,5,5,7280,1,280,3,21,9,45,14,25,0,0
6,2,1,6,7408,1,780,6,9,8,0,21,0,0,0
4,3,0,6,13044,1,960,6,12,20,0,12,0,6,13
1,3,0,6,12723,2,1045,5,24,5,50,23,15,0,0
4,3,0,5,8586,1,730,5,6,16,30,4,40,5,7
3,2,1,6,6316,1,570,6,12,16,0,1,30,6,13
4,2,1,6,15554,1,600,5,9,9,0,19,0,0,0
8,4,3,7,2385,0,80,3,15,13,10,14,30,0,0
6,2,1,6,13587,1,480,6,9,13,0,21,0,0,0
3,2,1,6,13790,1,355,3,3,2,35,8,30,0,0
1,2,1,6,10975,2,1420,5,15,9,45,9,25,5,16
4,3,0,6,14388,1,1495,5,21,8,25,9,20,5,22
6,2,1,6,7198,1,450,6,6,18,0,1,30,6,7
4,2,1,5,13029,2,1615,5,9,9,40,12,35,5,10
6,2,1,5,12717,1,730,5,27,7,5,19,15,0,0
3,2,1,6,14871,1,400,3,3,6,40,13,20,0,0
4,3,0,5,10118,2,860,6,6,6,30,20,50,0,0
4,2,1,5,10262,1,335,6,6,22,50,4,25,6,7
4,4,3,5,2071,0,90,3,24,2,55,4,25,0,0
1,0,2,6,5228,0,170,4,27,21,5,23,55,0,0
4,0,5,5,7832,1,1110,3,21,16,55,11,25,3,19
6,2,1,6,7005,1,560,6,6,11,40,21,0,0,0
4,2,1,6,14237,2,1090,6,9,18,25,12,35,6,10
8,0,2,6,3971,0,175,4,6,21,10,0,5,4,7
3,0,2,6,3943,0,170,6,21,22,10,1,0,6,22
3,2,1,6,8574,1,530,3,27,6,40,15,30,0,0
1,2,1,6,12646,2,800,6,15,5,55,19,15,0,0
4,2,1,6,13082,2,1790,3,21,13,0,18,50,3,22
4,3,0,6,13941,1,1430,5,21,8,25,8,15,5,22
2,2,1,6,5135,1,355,4,6,7,0,12,55,0,0
1,3,0,6,11096,1,625,5,21,10,0,20,25,0,0
4,0,5,6,13555,1,640,3,18,22,50,9,30,3,16
10,0,2,6,5403,0,170,4,12,9,45,12,35,0,0
4,2,1,5,15812,2,440,6,24,11,40,19,0,0,0
4,3,0,6,14781,1,735,5,21,20,0,8,15,5,22
1,2,1,6,8907,1,570,6,6,13,30,23,0,0,0
1,3,0,6,4145,0,155,5,3,20,45,23,20,0,0
4,3,0,6,14151,1,800,6,9,20,25,9,45,6,10
6,2,1,6,7845,1,570,3,27,6,0,15,30,0,0
6,2,1,6,8099,1,600,5,15,9,15,19,15,0,0
6,2,1,6,13377,1,630,5,27,15,0,1,30,5,28
1,0,5,6,12734,2,1710,3,12,6,50,11,20,3,13
4,2,1,5,10262,1,335,6,3,22,50,4,25,6,4
4,0,2,6,7229,0,185,5,15,18,55,22,0,0,0
10,4,3,6,12395,1,1480,3,6,8,45,9,25,3,7
4,3,0,5,11134,1,810,3,24,19,45,9,15,3,25
4,2,1,5,6540,1,350,3,21,13,0,18,50,0,0
6,2,1,6,7354,1,755,6,6,6,40,19,15,0,0
1,2,1,6,9548,2,1180,6,24,12,0,7,40,6,25
10,3,0,6,9187,1,1655,5,1,7,10,10,45,5,2
3,2,1,6,5054,1,275,5,9,7,35,12,10,0,0
1,3,0,6,10413,1,625,6,9,10,0,20,25,0,0
3,3,0,6,4804,0,160,5,27,21,25,0,5,5,28
3,4,3,6,4049,0,90,6,15,6,25,7,55,0,0
6,2,1,6,6795,1,390,6,27,19,0,1,30,6,28
1,3,0,6,4435,0,155,3,21,20,45,23,20,0,0
4,3,0,5,6224,1,730,6,12,16,30,4,40,6,13
3,3,0,6,4804,0,155,6,12,20,20,22,55,0,0
3,2,1,6,6171,1,665,4,15,5,5,16,10,0,0
3,2,1,6,6093,1,575,6,3,11,25,21,0,0,0
3,3,0,6,4174,0,155,4,12,17,15,19,50,0,0
3,4,3,6,3342,0,90,5,6,2,35,4,5,0,0
6,2,1,6,13587,1,660,6,3,10,0,21,0,0,0
4,2,1,6,16079,1,395,5,21,21,50,4,25,5,22
3,2,1,6,6015,0,195,4,18,5,35,8,50,0,0
4,3,0,6,13067,1,1570,5,24,17,0,19,10,5,25
6,2,1,6,9103,1,460,5,15,4,55,12,35,0,0
4,3,0,6,14151,1,1630,5,24,20,25,23,35,5,25
4,2,1,6,11538,2,750,3,27,6,20,18,50,0,0
3,2,1,6,8146,2,765,3,9,8,35,21,20,0,0
1,3,0,6,6117,1,580,5,6,19,0,4,40,5,7
4,2,1,6,17024,1,1570,3,3,2,15,4,25,3,4
4,0,5,0,22270,1,1055,3,1,14,5,7,40,3,2
4,3,0,6,12692,1,1480,6,9,20,25,21,5,6,10
10,3,0,6,8610,1,790,6,12,7,10,20,20,0,0
6,2,1,6,6723,1,920,6,24,7,10,22,30,0,0
10,0,2,6,4878,0,155,5,12,17,0,19,35,0,0
4,0,5,6,16736,1,665,3,6,20,35,7,40,3,7
4,3,0,5,11134,1,1160,3,24,13,55,9,15,3,25
3,0,2,6,3943,0,170,5,3,4,0,6,50,0,0
6,2,1,6,13587,1,720,6,12,9,0,21,0,0,0
4,2,1,6,16914,2,1380,3,6,5,25,4,25,3,7
8,4,3,7,1965,0,90,5,18,22,45,0,15,5,19
6,2,1,6,8073,1,480,5,9,13,0,21,0,0,0
3,0,2,6,3943,0,170,6,3,13,0,15,50,0,0
3,3,0,6,5170,1,290,5,12,15,15,20,5,0,0
2,0,2,6,3398,0,170,5,15,11,40,14,30,0,0
0,3,0,6,4409,0,155,4,18,10,20,12,55,0,0
4,0,2,6,8541,0,180,6,21,17,45,20,45,0,0
3,0,5,6,4777,0,170,3,21,4,0,6,50,0,0
8,3,0,6,3847,0,140,3,18,22,20,0,40,3,19
4,3,0,5,7064,1,1025,4,1,18,55,12,0,4,2
10,0,2,6,4668,0,170,5,27,21,0,23,50,0,0
8,4,3,7,1965,0,85,3,18,22,45,0,10,3,19
4,3,0,6,14781,1,590,5,21,6,30,16,20,0,0
3,4,3,6,4049,0,90,6,15,9,10,10,40,0,0
4,3,0,6,13584,1,800,5,18,18,55,8,15,5,19
4,2,1,5,12373,1,940,5,18,20,55,12,35,5,19
4,2,1,6,16079,1,1620,5,27,16,0,19,0,5,28
4,0,2,6,7229,0,180,5,24,8,20,11,20,0,0
4,0,5,6,17471,1,1435,3,6,21,25,21,20,3,7
4,3,0,6,14781,1,590,5,12,6,30,16,20,0,0
4,3,0,6,14571,1,800,6,9,6,30,19,50,0,0
6,2,1,6,10197,1,525,5,18,3,50,12,35,0,0
8,2,1,6,5975,1,295,6,1,17,55,22,50,0,0
6,2,1,6,8535,1,465,4,9,17,45,1,30,4,10
6,2,1,6,12537,1,665,3,27,9,55,21,0,0,0
1,3,0,6,4145,0,155,5,24,20,45,23,20,0,0
3,4,3,6,4049,0,90,3,15,9,10,10,40,0,0
0,3,0,6,5192,1,720,5,9,22,40,10,40,5,10
1,0,2,6,6121,0,170,5,9,21,5,23,55,0,0
1,2,1,6,8669,1,925,6,24,3,50,19,15,0,0
6,2,1,6,8476,1,795,5,18,6,0,19,15,0,0
8,4,3,7,2647,0,90,6,21,5,45,7,15,0,0
